Jahr;Migrationsstatus;Geschlecht;Beruflicher Bildungsabschluss;Anzahl;Anzahl_Einheit;Bevölkerung   ;value_q
2022;Insgesamt;weiblich;In schulischer oder beruflicher Ausbildung;2803;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Ausländer mit eigener Migrationserfahrung;Insgesamt;Bachelor;462;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Ausländer ohne eigene Migrationserfahrung;männlich;Bachelor;19;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2023;Mit Migrationshintergrund;Insgesamt;Insgesamt;19157;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Deutsche mit eigener Migrationserfahrung;weiblich;Insgesamt;2733;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Spätaussiedler;weiblich;Lehre / Berufsausbildung;579;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2024;Ausländer mit eigener Migrationserfahrung;Insgesamt;Insgesamt;9466;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2024;Deutsche ohne eigene Migrationserfahrung;weiblich;Lehre / Berufsausbildung;631;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2022;Mit Migrationshintergrund;Insgesamt;Fachschulabschluss;1232;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Deutsche ohne eigene Migrationserfahrung;weiblich;Nicht in schulischer oder beruflicher Ausbildung;279;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Ausländer mit eigener Migrationserfahrung;männlich;Ohne beruflichen Bildungsabschluss;2659;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Deutsche ohne eigene Migrationserfahrung;männlich;Promotion;27;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2021;Ohne Migrationshintergrund;Insgesamt;Diplom;7040;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Ohne Migrationshintergrund;männlich;Promotion;555;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Ohne Migrationshintergrund;männlich;Insgesamt;25283;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Insgesamt;weiblich;In schulischer oder beruflicher Ausbildung;2807;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Ohne Migrationshintergrund;Insgesamt;In schulischer oder beruflicher Ausbildung;3389;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2024;Ausländer mit eigener Migrationserfahrung;männlich;Bachelor;352;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2022;Mit Migrationshintergrund;Insgesamt;Insgesamt;18224;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Ohne Migrationshintergrund;weiblich;Ohne beruflichen Bildungsabschluss;5395;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2021;Spätaussiedler;weiblich;Diplom;146;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Deutsche ohne eigene Migrationserfahrung;männlich;Ohne beruflichen Bildungsabschluss;903;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Ohne Migrationshintergrund;männlich;Fachschulabschluss;3322;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2023;Mit Migrationshintergrund;männlich;Mit beruflichem Bildungsabschluss;4898;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Insgesamt;weiblich;Promotion;436;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Insgesamt;weiblich;Akademische Abschlüsse;7165;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2021;Spätaussiedler;männlich;Ohne beruflichen Bildungsabschluss;345;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Spätaussiedler;weiblich;Master;26;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2023;Mit Migrationshintergrund;männlich;In schulischer oder beruflicher Ausbildung;1166;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Deutsche ohne eigene Migrationserfahrung;weiblich;In schulischer oder beruflicher Ausbildung;572;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Ausländer mit eigener Migrationserfahrung;Insgesamt;Insgesamt;7455;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Deutsche ohne eigene Migrationserfahrung;weiblich;Master;73;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2021;Ausländer ohne eigene Migrationserfahrung;weiblich;Diplom;16;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Ausländer mit eigener Migrationserfahrung;Insgesamt;Master;394;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Mit Migrationshintergrund;Insgesamt;Mit beruflichem Bildungsabschluss;9267;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Ohne Migrationshintergrund;Insgesamt;Diplom;6739;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2021;Ausländer ohne eigene Migrationserfahrung;männlich;Ohne beruflichen Bildungsabschluss;242;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Spätaussiedler;Insgesamt;Insgesamt;2703;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Insgesamt;Insgesamt;Insgesamt;71066;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2022;Insgesamt;männlich;Fachschulabschluss;3730;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Ausländer ohne eigene Migrationserfahrung;weiblich;Promotion;/;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;
2024;Spätaussiedler;männlich;Bachelor;37;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2023;Deutsche ohne eigene Migrationserfahrung;weiblich;Akademische Abschlüsse;341;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Ausländer ohne eigene Migrationserfahrung;Insgesamt;Fachschulabschluss;70;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Deutsche ohne eigene Migrationserfahrung;weiblich;Diplom;150;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Ohne Migrationshintergrund;weiblich;Mit beruflichem Bildungsabschluss;20803;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Ausländer ohne eigene Migrationserfahrung;Insgesamt;Mit beruflichem Bildungsabschluss;524;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Deutsche ohne eigene Migrationserfahrung;Insgesamt;Ohne beruflichen Bildungsabschluss;1767;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Ausländer ohne eigene Migrationserfahrung;männlich;Mit beruflichem Bildungsabschluss;295;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Mit Migrationshintergrund;männlich;Fachschulabschluss;612;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Ohne Migrationshintergrund;männlich;Akademische Abschlüsse;5725;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Deutsche ohne eigene Migrationserfahrung;Insgesamt;Lehre / Berufsausbildung;1287;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2024;Spätaussiedler;Insgesamt;Diplom;274;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2022;Ausländer mit eigener Migrationserfahrung;Insgesamt;Lehre / Berufsausbildung;1413;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Mit Migrationshintergrund;weiblich;Ohne beruflichen Bildungsabschluss;4571;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Insgesamt;männlich;Akademische Abschlüsse;7535;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Deutsche mit eigener Migrationserfahrung;Insgesamt;Fachschulabschluss;592;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2023;Mit Migrationshintergrund;Insgesamt;Master;771;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Deutsche ohne eigene Migrationserfahrung;Insgesamt;Master;142;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2022;Insgesamt;männlich;Mit beruflichem Bildungsabschluss;25330;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Deutsche ohne eigene Migrationserfahrung;weiblich;Fachschulabschluss;142;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Deutsche ohne eigene Migrationserfahrung;Insgesamt;In schulischer oder beruflicher Ausbildung;1173;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Insgesamt;Insgesamt;Master;2023;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Spätaussiedler;männlich;In schulischer oder beruflicher Ausbildung;29;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Insgesamt;weiblich;Ohne beruflichen Bildungsabschluss;10553;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Deutsche mit eigener Migrationserfahrung;Insgesamt;Insgesamt;5085;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Ausländer mit eigener Migrationserfahrung;Insgesamt;Diplom;700;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Deutsche mit eigener Migrationserfahrung;männlich;In schulischer oder beruflicher Ausbildung;86;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Mit Migrationshintergrund;männlich;Insgesamt;8723;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Mit Migrationshintergrund;weiblich;Akademische Abschlüsse;1747;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Mit Migrationshintergrund;Insgesamt;Diplom;1639;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Ohne Migrationshintergrund;weiblich;Bachelor;871;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Deutsche mit eigener Migrationserfahrung;Insgesamt;Mit beruflichem Bildungsabschluss;3580;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2020;Ausländer ohne eigene Migrationserfahrung;männlich;Akademische Abschlüsse;54;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Mit Migrationshintergrund;Insgesamt;Bachelor;853;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Spätaussiedler;männlich;Nicht in schulischer oder beruflicher Ausbildung;355;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Ausländer ohne eigene Migrationserfahrung;weiblich;Nicht in schulischer oder beruflicher Ausbildung;132;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Deutsche mit eigener Migrationserfahrung;weiblich;Nicht in schulischer oder beruflicher Ausbildung;892;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Deutsche ohne eigene Migrationserfahrung;Insgesamt;Master;105;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Ohne Migrationshintergrund;weiblich;Ohne beruflichen Bildungsabschluss;6130;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Spätaussiedler;männlich;In schulischer oder beruflicher Ausbildung;18;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Ohne Migrationshintergrund;weiblich;Akademische Abschlüsse;5001;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2022;Ausländer mit eigener Migrationserfahrung;weiblich;In schulischer oder beruflicher Ausbildung;302;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Ausländer mit eigener Migrationserfahrung;Insgesamt;Promotion;120;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Insgesamt;männlich;Fachschulabschluss;4020;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2022;Ohne Migrationshintergrund;Insgesamt;In schulischer oder beruflicher Ausbildung;3587;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Mit Migrationshintergrund;männlich;Insgesamt;9201;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Insgesamt;weiblich;Akademische Abschlüsse;6272;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Spätaussiedler;männlich;Akademische Abschlüsse;175;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Insgesamt;Insgesamt;Mit beruflichem Bildungsabschluss;50603;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Ohne Migrationshintergrund;männlich;Mit beruflichem Bildungsabschluss;21469;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Ausländer mit eigener Migrationserfahrung;männlich;Master;243;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Insgesamt;weiblich;Ohne beruflichen Bildungsabschluss;10008;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2022;Ohne Migrationshintergrund;weiblich;In schulischer oder beruflicher Ausbildung;1770;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Mit Migrationshintergrund;männlich;Insgesamt;10156;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2024;Ausländer ohne eigene Migrationserfahrung;männlich;Diplom;21;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2022;Ohne Migrationshintergrund;männlich;Fachschulabschluss;3138;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Deutsche mit eigener Migrationserfahrung;männlich;Insgesamt;2490;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Deutsche ohne eigene Migrationserfahrung;männlich;Bachelor;115;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2022;Deutsche ohne eigene Migrationserfahrung;Insgesamt;Lehre / Berufsausbildung;1070;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Deutsche ohne eigene Migrationserfahrung;Insgesamt;In schulischer oder beruflicher Ausbildung;1246;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Ohne Migrationshintergrund;Insgesamt;Bachelor;1470;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Insgesamt;weiblich;Mit beruflichem Bildungsabschluss;25220;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Deutsche mit eigener Migrationserfahrung;männlich;Lehre / Berufsausbildung;921;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Mit Migrationshintergrund;Insgesamt;Akademische Abschlüsse;4087;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2021;Ausländer ohne eigene Migrationserfahrung;Insgesamt;Mit beruflichem Bildungsabschluss;515;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Deutsche mit eigener Migrationserfahrung;weiblich;Nicht in schulischer oder beruflicher Ausbildung;862;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2021;Spätaussiedler;weiblich;Bachelor;36;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Insgesamt;männlich;Mit beruflichem Bildungsabschluss;25930;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2021;Ohne Migrationshintergrund;weiblich;Fachschulabschluss;2986;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Ausländer mit eigener Migrationserfahrung;männlich;Diplom;294;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2023;Ausländer ohne eigene Migrationserfahrung;männlich;Fachschulabschluss;40;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Deutsche mit eigener Migrationserfahrung;Insgesamt;Akademische Abschlüsse;1065;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Deutsche ohne eigene Migrationserfahrung;männlich;Master;50;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Deutsche ohne eigene Migrationserfahrung;Insgesamt;Ohne beruflichen Bildungsabschluss;1909;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Insgesamt;Insgesamt;Fachschulabschluss;7381;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Insgesamt;Insgesamt;Nicht in schulischer oder beruflicher Ausbildung;13956;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Ausländer mit eigener Migrationserfahrung;männlich;Lehre / Berufsausbildung;839;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Insgesamt;weiblich;Fachschulabschluss;4006;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Ausländer ohne eigene Migrationserfahrung;Insgesamt;Fachschulabschluss;66;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Ausländer ohne eigene Migrationserfahrung;weiblich;Ohne beruflichen Bildungsabschluss;178;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Ausländer ohne eigene Migrationserfahrung;männlich;Master;/;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;
2022;Ohne Migrationshintergrund;männlich;Mit beruflichem Bildungsabschluss;20663;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Insgesamt;weiblich;Fachschulabschluss;3593;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Deutsche mit eigener Migrationserfahrung;weiblich;Insgesamt;2826;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2021;Mit Migrationshintergrund;weiblich;Akademische Abschlüsse;1617;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Deutsche ohne eigene Migrationserfahrung;männlich;Fachschulabschluss;127;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Insgesamt;weiblich;Akademische Abschlüsse;6505;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Spätaussiedler;männlich;Promotion;11;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2021;Deutsche mit eigener Migrationserfahrung;männlich;Insgesamt;2385;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Mit Migrationshintergrund;männlich;Promotion;144;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Deutsche ohne eigene Migrationserfahrung;Insgesamt;Master;96;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Ohne Migrationshintergrund;Insgesamt;Akademische Abschlüsse;10601;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Deutsche mit eigener Migrationserfahrung;männlich;Diplom;254;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Deutsche ohne eigene Migrationserfahrung;weiblich;Ohne beruflichen Bildungsabschluss;924;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Deutsche mit eigener Migrationserfahrung;Insgesamt;Insgesamt;5353;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2022;Mit Migrationshintergrund;weiblich;Ohne beruflichen Bildungsabschluss;4423;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Ausländer ohne eigene Migrationserfahrung;weiblich;Bachelor;/;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;
2023;Ohne Migrationshintergrund;weiblich;Nicht in schulischer oder beruflicher Ausbildung;4099;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Ohne Migrationshintergrund;männlich;Insgesamt;25526;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Mit Migrationshintergrund;weiblich;Master;387;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Ausländer ohne eigene Migrationserfahrung;Insgesamt;Mit beruflichem Bildungsabschluss;573;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Mit Migrationshintergrund;männlich;Diplom;755;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2024;Deutsche ohne eigene Migrationserfahrung;Insgesamt;In schulischer oder beruflicher Ausbildung;1300;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2020;Ohne Migrationshintergrund;weiblich;Akademische Abschlüsse;4637;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Mit Migrationshintergrund;männlich;Fachschulabschluss;592;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Ausländer ohne eigene Migrationserfahrung;männlich;Lehre / Berufsausbildung;201;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2024;Deutsche ohne eigene Migrationserfahrung;Insgesamt;Ohne beruflichen Bildungsabschluss;2018;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2024;Spätaussiedler;weiblich;In schulischer oder beruflicher Ausbildung;16;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;p
2020;Spätaussiedler;weiblich;Mit beruflichem Bildungsabschluss;926;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Ohne Migrationshintergrund;männlich;In schulischer oder beruflicher Ausbildung;1977;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Ausländer mit eigener Migrationserfahrung;weiblich;Nicht in schulischer oder beruflicher Ausbildung;1802;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Deutsche ohne eigene Migrationserfahrung;weiblich;Promotion;18;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Ausländer ohne eigene Migrationserfahrung;Insgesamt;Insgesamt;936;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2022;Insgesamt;weiblich;Insgesamt;35826;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Deutsche ohne eigene Migrationserfahrung;männlich;Mit beruflichem Bildungsabschluss;990;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Insgesamt;Insgesamt;Lehre / Berufsausbildung;31559;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2021;Insgesamt;männlich;Nicht in schulischer oder beruflicher Ausbildung;5820;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Ausländer mit eigener Migrationserfahrung;Insgesamt;Bachelor;655;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2020;Deutsche mit eigener Migrationserfahrung;männlich;Diplom;268;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Ohne Migrationshintergrund;weiblich;Promotion;324;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
2023;Spätaussiedler;weiblich;Akademische Abschlüsse;222;1000;Bevölkerung ab 15 J. in Hauptwohnsitzhaushalten;e
